4.311823127199064798e-01,-2.483543270440699280e-01
4.288942724069379486e-01,-2.463093291158970355e-01
4.256932958380622578e-01,-2.434635831670272921e-01
4.215821772419133251e-01,-2.398302494514985006e-01
4.165676749487403630e-01,-2.354236221979446320e-01
4.106580113904078622e-01,-2.302634597366150504e-01
4.038627750241836623e-01,-2.243691543723549953e-01
3.961931523835474089e-01,-2.177633304608175557e-01
3.876644280781899043e-01,-2.104675142814443067e-01
3.782916187686094500e-01,-2.025076962152919935e-01
3.680935712423236139e-01,-1.939132326688212948e-01
3.570892662614457147e-01,-1.847112479976850685e-01
3.452996486897044748e-01,-1.749334646337477317e-01
3.327501274924437036e-01,-1.646118729580660078e-01
3.194628795841996660e-01,-1.537800614279079825e-01
3.054666440573350905e-01,-1.424742524751380635e-01
2.907886600042126624e-01,-1.307332666078319106e-01
2.754541665171950093e-01,-1.185993884356802558e-01
2.594923667902602760e-01,-1.061160365429702906e-01
2.429331960681937741e-01,-9.332936156479661183e-02
2.258089556211846094e-01,-8.028341606004237019e-02
2.081516787702296645e-01,-6.702671668920601178e-02
1.899945328109221565e-01,-5.360381601117093775e-02
1.713741491404697503e-01,-4.006126658482007941e-02
1.523256591560809836e-01,-2.644821904524834524e-02
1.328854263057714369e-01,-1.281569005295401381e-02
1.130854480121530614e-01,7.797415537380228022e-04
9.295845374864536437e-02,1.427876488569529770e-02
7.254003901407152233e-02,2.762503315540051907e-02
5.187406725644747030e-02,4.078052008341198631e-02
3.101449999999999346e-02,5.371868977134494627e-02
1.001793274355257737e-02,6.641956849864094625e-02
-1.105603901407158432e-02,7.886837869716435689e-02
-3.214645374864536637e-02,9.105070882418328515e-02
-5.319544801215307650e-02,1.029527813115620333e-01
-7.414692630577145172e-02,1.145537564133385228e-01
-9.494815915608105505e-02,1.258289642565316446e-01
-1.155476491404697492e-01,1.367556009935640138e-01
-1.358925328109220898e-01,1.473112288022623007e-01
-1.559301787702297437e-01,1.574770079366641928e-01
-1.756074556211846271e-01,1.672349646762114062e-01
-1.948776960681937731e-01,1.765639291479227935e-01
-2.136923667902603241e-01,1.854439635296249167e-01
-2.320031665171950752e-01,1.938587280753555631e-01
-2.497636600042126287e-01,2.017906509883450605e-01
-2.669286440573350183e-01,2.092240264972274333e-01
-2.834573795841996979e-01,2.161434167798292061e-01
-2.993061274924437298e-01,2.225385801663995466e-01
-3.144306486897044950e-01,2.284001410125914011e-01
-3.287937662614456857e-01,2.337204916232502594e-01
-3.423570712423236184e-01,2.384901582778177209e-01
-3.550851187686095423e-01,2.427025332811391933e-01
-3.669464280781898902e-01,2.463521429126562801e-01
-3.779081523835473577e-01,2.494338794772144319e-01
-3.879422750241836582e-01,2.519442692542552820e-01
-3.970265113904077880e-01,2.538739103199901814e-01
-4.051466749487403485e-01,2.552053744711887950e-01
-4.122916772419133458e-01,2.559218674792171355e-01
-4.184527958380622747e-01,2.560044970392297836e-01
-4.236177724069379869e-01,2.554484952020342758e-01
-4.277743127199064022e-01,2.542571561962646554e-01
-4.309088545991411334e-01,2.524399704029777203e-01
-4.330127018922193538e-01,2.499999999999999722e-01
-4.340713545991411459e-01,2.469623597240411528e-01
-4.340813127199064092e-01,2.433331117529277110e-01
-4.330472724069379664e-01,2.391161221120635394e-01
-4.309722958380622915e-01,2.343200869538712150e-01
-4.278606772419133453e-01,2.289555684561772886e-01
-4.237206749487403834e-01,2.230342627714044790e-01
-4.185615113904078144e-01,2.165741961789943992e-01
-4.123942750241836319e-01,2.095921629075811199e-01
-4.052321523835473727e-01,2.021073232112024498e-01
-3.970914280781898675e-01,1.941394713184924903e-01
-3.879921187686095618e-01,1.857059373564701465e-01
-3.779585712423235710e-01,1.768265514521543125e-01
-3.670147662614456907e-01,1.675197777071602001e-01
-3.551876486897044827e-01,1.578069462485066632e-01
-3.425046274924437029e-01,1.477165833556353947e-01
-3.289908795841997025e-01,1.372770813333917261e-01
-3.146796440573350062e-01,1.265168683850059761e-01
-2.996031600042126097e-01,1.154661047645160060e-01
-2.837926665171950913e-01,1.041566827767671927e-01
-2.672823667902602951e-01,9.262336075200877650e-02
-2.501096960681937764e-01,8.089929894427856649e-02
-2.323084556211846285e-01,6.902595183624847530e-02
-2.139106787702297618e-01,5.705183608841690734e-02
-1.949365328109220752e-01,4.504402092016548953e-02
-1.754006491404697388e-01,3.308716400814399466e-02
-1.553146591560810585e-01,2.127111918142499461e-02
-1.347004263057714479e-01,9.672017837216499020e-03
-1.135884480121530649e-01,-1.650963109945168070e-03
-9.202545374864536110e-02,-1.266276148223352896e-02
-7.007153901407157937e-02,-2.334946573691671495e-02
-4.779656725644741699e-02,-3.371808291554991011e-02
-2.528149999999999842e-02,-4.378884249155257785e-02
-2.612432743552527310e-03,-5.359286624318965186e-02
2.012203901407153342e-02,-6.316560607574489561e-02
4.283745374864535854e-02,-7.253335364046441247e-02
6.545494801215306913e-02,-8.171870443617139379e-02
8.789792630577145105e-02,-9.073632575845888559e-02
1.100931591560810052e-01,-9.959705477590095890e-02
1.319706491404697424e-01,-1.083101305808603504e-01
1.534595328109221724e-01,-1.168842922656998795e-01
1.744926787702296700e-01,-1.253258148211668643e-01
1.950044556211846247e-01,-1.336383751617978566e-01
2.149341960681937780e-01,-1.418250521259176167e-01
2.342238667902602767e-01,-1.498823623740244693e-01
2.528236665171950115e-01,-1.577965642363677312e-01
2.706871600042126680e-01,-1.655500859161777027e-01
2.877691440573350579e-01,-1.731272216420882692e-01
3.040288795841996627e-01,-1.805125335919260388e-01
3.194271274924437298e-01,-1.876879858673061729e-01
3.339271486897044672e-01,-1.946312124428248025e-01
3.474992662614456718e-01,-2.013216152422706295e-01
3.601155712423235733e-01,-2.077315340116057951e-01
3.717541187686094206e-01,-2.138309783697735222e-01
3.823999280781898991e-01,-2.195858957578906701e-01
3.920376523835474303e-01,-2.249608675916700273e-01
4.006577750241836489e-01,-2.299203772106132304e-01
4.082565113904078613e-01,-2.344229797509917168e-01
4.148346749487403784e-01,-2.384252662474614926e-01
4.203956772419133459e-01,-2.418853277346789676e-01
4.249412958380622274e-01,-2.447660853743190978e-01
4.284737724069379028e-01,-2.470376564804797337e-01
4.309958127199065014e-01,-2.486773545196815094e-01
4.325088545991411237e-01,-2.496686891108675088e-01
4.330127018922193538e-01,-2.499999999999999722e-01
